"Training Session","Í×áæÇÕàæÉÚæÏãç"
"specific helm","Ë×æÅÕåÎâåÄÖÙæ"
"individual choice","ÈÚæÑáçÍ×àåÒÚç"
", weapon",",ÖåÌÕæ"
"indiv choice, melee","ÈÚæÑáçÍ×àåÒÚç,ÊÖáæÎàæ"
"indiv choice, ranged","ÈÚæÑáçÍ×àåÒÚç,×àåÏãç"
"specific shield","Ë×æÅÕåÄÚèÄÖáæÁÜç"
"Ready","ÎÖáåÀİæ"
"No uniform","ÂİçÕßåÎæÃÖç"
" individual choice","ÈÚæÑáçÍ×àåÒÚç"
"Color","ÕàçÔÚæ"
"Assign uniform","ÃáÁİæÎæÃÖç"
" indiv choice, melee","ÈÚæÑáçÍ×àåÒÚç,ÊÖáæÎàæ"
" indiv choice, ranged","ÈÚæÑáçÍ×àåÒÚç,×àåÏãç"
"Not yet assigned","ĞâæÖİæÃáÁİæ"
"any material","ÑáæÊÚçÓÜçÇÕŞæ"
"any color","ÑáæÊÚçÕàçÔÚæ"
" (Dye)","(ÑàåÇÕŞæ)"
"missing item","Ì×ÛĞŞåÖæÁÕáå"
" (foreign)","(ÈÖÙçÖÜæ)"
"metal","ËÕáĞÖå"
"Position ","ÖİæÎæ"
"(enter name here)","(ÒÜæÓåĞÖÑÖæÂÕãçÏã)"
"Confirm and save uniform","Ì×ÛæÑáæÀÕãæÀŞåÓÖáçÎæÃÖç"
"Add uniform","ÅÕàËÕØÎæÃÖç"
"Update equipment","ĞãËÕçÎÖâÀİæ"
"Custom uniform","ÒæÄÕãæÕæÎæÃÖç"
"Details","ÍÕæËÕÛç"
"There are no cold cases.","ÂÖæÌÕàçÂİçÕßåÍ×àçàæ"
"There are no closed cases.","ÂÖæÌÕàçÂİçÕßåÕåËÕÛçàæËÕàæ"
"Violation of production order","ÖİçÃàåĞãÏàåÂÕãæÇÕãç"
"Open cases become cold after one year.","ĞáåÇÕåÎÖãÄÚèàæËÕàæËÕâÒÜæÕÆÕàçÊßæÀÕàæÏãçÍ×àçàæ"
"Convicts","ÄÕãæÒÖİæ"
"Fortress guard","ÕŞæÔÜÖİæÄÖİæ"
"There are no open cases.","ÂÖæÌÕàçÂİçÕßåĞáåÇÕåÎÖãÄÚèàæËÕàæ"
"Building destruction","ËÕàæÎÖæÖæÁÙæÊÖÜæ"
"Disorderly conduct","ÃâçÜæÎæàÍÕãçÖİç"
"Embezzlement","ÆÖÙç×ãæÈÖãÉÖàå"
"Bribery","ÊÖİæÇÖæ"
"Violation of job order","ÖİçÃàåÈÖãÒÖÙæÂÕãæÇÕãç"
"Violation of export prohibition","ÖİçÃàåÏÖÉßåËÕáÇÕãç"
"Murder","ÂßçĞØ"
"Open cases","ĞáåÇÕåÎÖãÄÚèàæËÕàæ"
"Cold cases","Í×àçàæ"
"Closed cases","ÕåËÕÛçàæËÕàæ"
"Interrogate","ĞáåÖáæ"
"Unsolved.","ÖİæËÕÛåË×ÛçÄÚè"
"Witness: ","ÎãæÑáç:"
"Injured party: ","ĞßæÊÜæÑáç:"
"Convict","ÒÖİæÃàæ"
"Unknown convict.","ÖİæÎÒÖİæÃàæ"
"Convicted: ","ÄÕãæÒÖİæ:"
"Found the body.","ÎŞåÄŞæÇÕŞåĞáÅÕå."
"Implicates: ","ĞÚæËÕç:"
"Confessed.","ÈÖãÑáæ"
"somebody","ÂßåÑáç"
"Accuses: ","ÎåÒÚç:"
"Treason","ÁàæÈÖÙç"
" against ","ÃàåÄÖİæ"
"Attempted theft","ÄŞæÌÕÛæÖİæÔÖİæ"
"Blood-drinking","ÊÚÍ×Ûæ"
"Theft","ÄŞæÌÕÛæ"
"Vandalism","ÄŞåÊÖİå"
"Espionage","ËÕàÄÕÛçÊÖÙçÄÖãæ"
"Robbery","ÌÕâåËÕÛç"
"No witnesses","ÂİçÕßåÎãæÑáç"
" witnesses","ÎãæÑáç"
"Kidnapping","ÀâåËÕØæ"
"Attempted murder","ÂßçĞØÖİæÔÖİæ"
"1 witness","1ÈÚæËÕàæÎãæÑáç"
"Attempted kidnapping","ÀâåËÕØæÖİæÔÖİæ"
" day","ÅÕà"
"Beating.","ÅÕŞæÄÖãæ."
"Officer: ","ÈÖà:"
" in prison.","ÒÜæ×æÎÖã"
"Nobody has been convicted so far.","ÂÖæÌÕàçÖçÑáçÀİæÄÕãæÒÖİæ."
"Injured.","ĞßæĞâÄÚè."
"Murder.","ÂßçĞØ."
"Building destruction.","ËÕàæÎÖæÖæÁÙæÊÖÜæ."
"Disorderly conduct.","ÃâçÜæÎæàÍÕãçÖİç."
"Violation of production order.","ÖİçÃàåĞãÏàåÂÕãæÇÕãç."
"none assigned","ÖİæÃáÁİæ"
"Violation of job order.","ÖİçÃàåÈÖãÒÖÙæÂÕãæÇÕãç."
"Violation of export prohibition.","ÖİçÃàåÏÖÉßåËÕáÇÕãç."
" case","àæËÕàæ"
"You have not yet appointed any guards.","ÆÕåĞâæÖİæÎåÄÕãæÑáæÊÚçÖİæÄÖİæ."
"No cases assigned.","ÖİæÃáÁİæàæËÕàæ."
" assigned.","ÕåÃáÁİæ."
"Date: ","ÑæÌÕ:"
"Reported: ","ÀŞæÄŞæĞÖÙ:"
"Plots","ÄÕæÉÖÜæ"
"[C:4:0:1]Bleeding","[C:4:0:1]ĞÍ×Ûæ"
"Robbery.","ÌÕâåËÕÛç."
"Blood-drinking.","Í×ÛæÕáå."
"Treason.","ÂßçÆÕæÍÕãçÖİç."
"Bribery.","ÊÖİæÇÖæÍÕãçÖİç."
"Theft.","ÄŞæÌÕÛæ."
"Vandalism.","ÑáçÖİçÁÙæÊÖÜæ."
"If a crime involves a conspiracy, an interrogation may reveal the plot.","ÑÖçÈÖÙåÕÍÕâæÃàæÒÖİæĞÚæËÕçÕáÂßç,ĞáåÍ×áæÕÛåÍ×åÆãçËÕÛÇÖæÕáÂßç."
"There is no intelligence information yet.","ÂÖæÌÕàçĞâæÖİæÕßåÌÕãçÀŞæÍÕáæÍÕ."
"Attempted theft.","ÄŞæÌÕÛæÖİæÔÖİæ."
"[C:1:0:1]Drowsy","[C:1:0:1]ÁÕçË×àæ"
"[C:4:0:1]Starving","[C:4:0:1]ÜÚæ"
"[C:1:0:1]Thirsty","[C:1:0:1]ÉßåÉÚå"
"[C:7:0:0]Winded","[C:7:0:0]ÊÖÍÕÉÖáæÆàç"
"[C:1:0:1]Drowning","[C:1:0:1]ÆÕæĞÖİå"
"[C:4:0:1]Very drowsy","[C:4:0:1]ÃİÏâçÉÖáæË×àæ"
"[C:2:0:1]Nauseous","[C:2:0:1]ÚæÍÕáÄÚè"
"[C:4:0:1]Vision lost","[C:4:0:1]ĞæÇÕæÔâĞ"
"[C:6:0:1]Ability to stand lost","[C:6:0:1]ÎçÇÕæÆãçÇÕæÔâĞ"
"[C:7:0:0]Vision somewhat impaired","[C:7:0:0]ĞæÇÕæÕßåÍÕÛĞßæÔÖáå"
"[C:6:0:1]Hungry","[C:6:0:1]ËÕÚæ"
"[C:4:0:1]Very hungry","[C:4:0:1]ÃİÏâçËÕÚæ"
"[C:7:0:0]Trouble breathing","[C:7:0:0]ÊÖÍÕÉÖáæÆàç"
"[C:4:0:1]Cannot breathe","[C:4:0:1]ÖçÃØåÊÖÍÕ"
"[C:7:0:1]Motor nerve damage","[C:7:0:1]×áæÄÖãæĞáçËÕãĞßæÔÖáå"
"[C:6:0:1]Ability to fly somewhat impaired","[C:6:0:1]ÃİÍÕãçÆãçÇÕæÕßåÔÖÙåĞßæÔÖáå"
"[C:7:0:0]No health problems","[C:7:0:0]ÖçËÕàæÉâÖáæÅÕç"
"[C:7:0:1]Sensory nerve damage","[C:7:0:1]ÈàåÈÖàĞáçËÕãĞßæÔÖáå"
"[C:6:0:1]Ability to grasp lost","[C:6:0:1]ÎÖØÌ×åÆãçÇÕæÔâĞ"
"[C:6:0:1]Ability to stand somewhat impaired","[C:6:0:1]ÎçÇÕæÆãçÇÕæÕßåÔÖÙåĞßæÔÖáå"
"[C:6:0:1]Ability to fly lost","[C:6:0:1]ÃİÍÕãçÆãçÇÕæÔâĞ"
"[C:6:0:1]Ability to grasp somewhat impaired","[C:6:0:1]ÎÖØÌ×åÆãçÇÕæÕßåÔÖÙåĞßæÔÖáå"
"[C:6:0:0].Minor frost-bite","[C:6:0:0].ÌÕãÖİÄÖãæĞâ"
"[C:6:0:0].Moderate frost-bite","[C:6:0:0].ÎÖãÄÖæÄÖãæĞâ"
"[C:6:0:0].Moderate melting","[C:6:0:0].ÎÖãÄÖæÑÖãçÊÖØæ"
"[C:6:0:0].Serious melting","[C:6:0:0].ÕàçÎÖãæÑÖãçÊÖØæ"
"[C:6:0:0].Moderate burn","[C:6:0:0].ÎÖãÄÖæĞŞĞâ"
"[C:6:0:0].Serious burn","[C:6:0:0].ÕàçÎÖãæĞŞĞâ"
"[C:6:0:0].Serious frost-bite","[C:6:0:0].ÕàçÎÖãæÄÖãæĞâ"
"[C:6:0:0].Minor burn","[C:6:0:0].ÌÕãÖİĞŞĞâ"
"[C:6:0:0].Moderate freezing","[C:6:0:0].ÎÖãÄÖæÄÖãæËÕÛç"
"[C:6:0:0].Serious freezing","[C:6:0:0].ÕàçÎÖãæÄÖãæËÕÛç"
"[C:6:0:0].Serious condensation","[C:6:0:0].ÎÖãÄÖæÇãåÆÕãç"
"[C:6:0:0].Minor freezing","[C:6:0:0].ÌÕãÖİÄÖãæËÕÛç"
"[C:6:0:0].Serious boiling","[C:6:0:0].ÕàçÎÖãæÃİæÅãç"
"[C:6:0:0].Minor melting","[C:6:0:0].ÌÕãÖİÑÖãçÊÖØæ"
"[C:6:0:0].Minor boiling","[C:6:0:0].ÌÕãÖİÃİæÅãç"
"[C:6:0:0].Moderate boiling","[C:6:0:0].ÎÖãÄÖæÃİæÅãç"
"[C:4:0:1].Compound fracture","[C:4:0:1].ÃÖæÊÚçÍÕãæÈÖåÎÚ"
"[C:6:0:0].Heavy bruising","[C:6:0:0].ÕàçÎÖãæÓØĞâ"
"[C:6:0:0].Dented","[C:6:0:0].ÎÖâæĞâ"
"[C:6:0:0].Light bruising","[C:6:0:0].ÌÕãÖİÓØĞâ"
"[C:6:0:0].Moderate bruising","[C:6:0:0].ÎÖãÄÖæÓØĞâ"
"[C:6:0:1].Minor swelling","[C:6:0:1].ÌÕãÖİÊÖãçÎÖãå"
"[C:6:0:1].Moderate swelling","[C:6:0:1].ÎÖãÄÖæÊÖãçÎÖãå"
"[C:7:0:1].Partially impaired function","[C:7:0:1].ÀÖæÃáÈÖãÆãçĞßæÔÖáå"
"[C:7:0:1].Function totally impaired","[C:7:0:1].ÈÖãÆãçÖàçÌ×àçĞßæÔÖáå"
"[C:3:0:1].Partial numbness","[C:3:0:1].Ë×çÀÖæÂØçÀÕæ"
"[C:3:0:1].Complete numbness","[C:3:0:1].ÖàçÌ×àçÂØçÀÕæ"
"[C:6:0:1].Extreme swelling","[C:6:0:1].ËÕçÄÖæÊÖãçÎÖãå"
"[C:3:0:1].Slight numbness","[C:3:0:1].ÌÕãÖİÂØçÀÕæ"
"[C:7:0:1]Crutch required","[C:7:0:1]Í×ÕŞæÈÖÜåÎâæ"
"[C:7:0:1]Diagnosis required","[C:7:0:1]Í×ÕŞæÎáåÄÖàæ"
".[C:3:0:1]Needs cleaning","[C:3:0:1]Í×ÕŞæÌÕãËÕÛç"
"[C:7:0:1]Has been sutured","[C:7:0:1]ÕåËÕãÃãçÊÚç"
"[C:7:0:1].Slightly impaired function","[C:7:0:1].ÈÖãÆãçÌÕãÖİĞßæÔÖáå"
"[C:5:0:1]Infection","[C:5:0:1]ÈàåÑàå"
"[C:6:0:0].Serious blistering","[C:6:0:0].ÎÖãæÄÖæÌÕåÁŞæ"
"[C:6:0:0].Minor blistering","[C:6:0:0].ÌÕãÖİÌÕåÁŞæ"
"[C:6:0:0].Moderate blistering","[C:6:0:0].ÎÖãÄÖæÌÕåÁŞæ"
"Rotten tissue excised from ","ÃÖåÇàæÄÚèÒÖåÎÌÕÛÏÖç"
" amputated","ËÕÛçÎ"
" set","ÒÖå"
" sutures on ","ÃãçÍÕàæ"
" repaired","ÍÕßÃÖæ"
" and can't even remember the last time ","ĞáæÎæÀÖæËÕæÄÚçÒÖİæÊßæÕÓæ"
" needs alcohol to get through the working day","Í×ÕŞæËÕßåËÕãÇÜçÄÖæÈÖÙæÈÖãÒÖÙæÑæ"
" splint on ","ËÕØÀàå"
" dressing on ","ÏÖàĞâæÕÃÖç"
" cast","Åßç"
"When possible, ","ÑÖçÈÖÙåÉÚåÆãç,"
"the sight of ","ÉàæÄŞæÄÚè"
" prefers to consume ","ÍÕåÊÖàÍÕŞÃİæ"
" absolutely detests ","Ë×ÛçÄÖİæÅŞåÕàæ"
"Overall, ","ÒÖãåÅÕå,"
" likes working outdoors and grumbles only mildly at inclement weather.  ","ÍÕåÊÖàÒÜæÊÖæÖÜæÈÖãÒÖÙæ,ÒÜæÚæÇÕÛæÄÚèÅÕàÌÕæÇÕåÎĞæÖáÊÚçÄÕæÀŞæ×àæ."
" does not mind being outdoors, at least for a time.  ","ÀÖæËÕÛæÕæÒÜæÊÖæÖÜæ,ÎæĞŞåÒÜæÕÄÖàæĞçËÕàÆİæ."
" is a hardened individual.  ","ĞæÕÈÚæËÕàÌÕâçÄÚèÑáç."
" doesn't really care about anything anymore.  ","ÀÖæÒÜæÈÖàÍÕáÑáæÊÚçĞæÇÕŞå."
" and has gone without a drink for far, far too long","ÀÕãæÌÕÛåÕåËÕãÂİçÕßåÊÚÅÜæËÕßåÇÕŞå,ÅÜæËÕßåÇÕŞå"
" had some","ÕßåÕÍÕÛ"
" and is starting to work slowly due to its scarcity","ÀÕãæÌÕÛåÕßç×çÌÕçÍÕÌ×ÛÍÕãæäçÉÜĞåÊÖàåÂàæ×áæÒÖÙæ"
" and really wants a drink","ÎáÄÚèÍÕâåÊÚÕÀİ"
"the color ","ÕàçÔÚæ"
" for their ","ÅØÂáçÄÚè"
"the sound of ","ÄÚèĞãÕá"
"the words of ","ÄÚèÊÖØæ"
" likes ","ÍÕåÊÖà"
" is getting used to tragedy.  ","ÎãæÒÜæÍÕçÈÖàæÀİË×æ."
" fabric","ÀÖæ"
" wood","ÂÖæ"
"after staying occupied","ÎÖæÖàçÊßæ"
"after being unable to pray","ÒÜæÖçÃØåÌÕçÄŞåÎÊßæ"
"after admiring art","ÍÕáĞâåÕæĞÖæÎÊßæ"
"after being unoccupied","ÂİçÑáçÎÖæÎÊßæ"
"after being kept from alcohol","ËÕÛæËÕßåÊßæ"
"after drinking","ÊÚÖàçÊßæ"
"after meditation","ÂÕãçÍÕâåÎÊßæ"
"after communing with ","×å...ËÕŞÖâåÊßæ"
"after learning something","Í×ÛçÄŞæÄÖãÍÕÎÊßæ"
"after leading an unexciting life","ÒÜæÈÖÙæÎÖÙçÀÖæ×çÉÖÜæÄÚèĞãÊÖÙçÎÊßæ"
"after being with family","×åËÕØÑáçÒÜæÕÌÕå"
"after not learning anything","ÂİçÍ×ÛçÈÖÙæĞáçÂÚè"
"after doing something creative","ÒÖÙæÇÕŞåÏÖâæÕæÎÊßæ"
"after being unable to admire art","ÒÜæÖçÃØåÍÕáĞâåÕæĞÖæÎÊßæ"
"after doing something exciting","ÒÖÙæÇÕŞåÇÕãçÑáçÍÕãÃáæÄÚèĞæÌÕãç"
"after doing nothing creative","ĞáçÂÚèÄÖÀÖæÒÖÙæÏÖâæÕæ"
"unfocused by unmet needs","ÂİçÕßåÂàåÒÖçÖİæÂàåÒÖçÄÚèÍ×ÌÕßç"
"distracted by unmet needs","ÀİæÖİæÂàåÒÖçÄÚèÍ×ÌÕßçÃáÔàæÎÖæÕæÇÕæ"
"unfettered","ÀÖæĞßæ×ÛĞÖæ"
"untroubled by unmet needs","ÂİçÕßåÂàåÒÖçÖİæÂàåÒÖçÄÚèÍ×ÌÕßç"
"quite focused with satisfied needs","ÃİÏâçÈÖàÎÖæÂàåÒÖçÍ×ÌÕßç"
"very focused with satisfied needs","ÃİÏâçÈÖàÎÖæÂàåÒÖçÍ×ÌÕßç"
"badly distracted by unmet needs","ÀİæÖİæÂàåÒÖçÄÚèÍ×ÌÕßçÕàçÎÖãæÃáÍÕá"
"somewhat focused with satisfied needs","ÕßåÄÕàåÂàåÒÖçÍ×ÌÕßç"
"badly distracted","ÃİÏâçÃáÍÕá"
"distracted","ÃáÍÕá"
"after being away from people","×àåÇÕçÑáçÂáçÎÊßæ"
"after spending time with people","×åÑáçÈÖãæÄÖæĞçÈÖâ"
"untroubled","Õß"
"level-headed","ÅßçÆŞåÇãåËÕãæ"
"unfocused","Ë×æËÕŞ"
"not distracted","ÀÖæÕŞæÃáÍÕá"
"after seeing animals","ÉàæÄŞæÄÖãæÖæÊßæ"
"after being unable to make romance","ÒÜæÖçÃØåÒÖÙæÏÖÇâæÂàæÎÊßæ"
"after seeing a great beast","ÉàæÄŞæÕÅßçË×æĞßæÊßæ"
"after being away from animals","ÇÕçÉÜÄÖãæÖæÎÊßæ"
"after taking it easy","ÃâæÌÕãÔÖãÎÊßæ"
"after being unable to practice a skill","ÒÜæÖçÃØåÇÕàæÍÕçËÕæÆãçÎÊßæ"
"after making romance","ÒÜæÇâæÂàæÎÊßæ"
"after being unable to take it easy","ÎÊßæÖçÃØåÌÕãÔÖã"
"after fighting","ÎàæÄßåËÕÛçĞÖæÊßæ"
"after a lack of decent meals","ÒÜæÌ×ÛÃØçÅÕåÂÕàæÄÚèÃàæÓÜæÎÊßæ"
"after causing trouble","ÒÜæÒŞæÏãçÂØçÃàçÎÊßæ"
"after being unable to fight","ÒÜæÖçÃØåÎàæÄßåÎÊßæ"
"after acquiring something","ÊÖÙæÄÚçÕÍÕÛÄÖãÍÕÊßæ"
"after being away from great beasts","×àåÇÕçË×æĞßæÎÊßæ"
"after eating a good meal","ÏÖàçÕÄÖáæÃàæÊßæ"
"after being unable to acquire something","ÒÜæÖçÃØåÊÖÙæÄÚçÂßåÍÕÛÄÖãÍÕÎÊßæ"
"after upholding tradition","ÒÜæËÕàÏçÏÖàçÅÖãåÎÊßæ"
"after being unable to hear eloquent speech","ÒÜæÅÕãÀÖæÄŞæÍ×ãçÀÕàæÄÚèÕàåËÕâåÎÊßæ"
"after self-examination","ËÕãÈÖÙæÒæÖÙåËÕàåÏØç"
"after being away from traditions","ÒÜæ×àåÇÕçÏÖàçÅÖãåÎÊßæ"
"after being with friends","ÊÚçÁãçÕßåÒÜæÕÌÕåÎÊßæ"
"after being away from family","ÇÕçÉÜËÕØÑáçÎÊßæ"
"after hearing eloquent speech","ÅÕãÄŞæÍ×ãçÀÕàæÄÚèÕàåËÕâåÊßæ"
"after being away from friends","ÇÕçÉÜÁãçÕßåÎÊßæ"
"after practicing a martial art","ÇÕàæÍÕçÖåĞÖæÊßæ"
"after being unable to practice a craft","ÒÜæÖçÃØåÇÕàæÍÕçÈÖãÕæÎÊßæ"
"after practicing a skill","ÇÕàæÍÕçËÕæÆãçÊßæ"
"after being unable to practice a martial art","ÒÜæÖçÃØåÇÕàæÍÕçÖåĞÖæÎÊßæ"
"after making merry","ÉÖÜæÇÚæÎÊßæ"
"after a lack of introspection","ÒÜæÌ×ÛÃØçÆİæĞãåÎÊßæ"
"after practicing a craft","ÇÕàæÍÕçÈÖãÕæÊßæ"
"after being unable to make merry","ÒÜæÖçÃØåÉÖÜæÇÚæÎÊßæ"
"slower to hate","ÊáåÀÖæÜæËÕæÏßçÄÚè"
"more hateful","ÈãÜæËÕæÏßçÄÚè"
"less envious","ÀÖæÆØæÂÚèËÕÄÖæ"
"more envious","ÃİÏâçËÕÄÖæ"
"Became ","ÏãçÇÕŞåÕÈÚæ"
"slower to love","ÂàæÑÚæÄÚè"
"quicker to love","ÑÖãçÕæÍÕàæÑÖæÜæÊÚçÄÚè"
"less angry","ÀÖæÕæĞãÌÕæÄÚè"
"more angry","ÕæÆÖæÄÚè"
"less anxious","ÀÖæÕæËÕŞl???ÄÚè"
"more anxious","ÑÖãçÕæËÕŞl???ÄÚè"
"less cheerful","ÀÖæÅÜæÈŞÍÕã"
"more cheerful","ÈãÉÜÇâå"
"less depressed","ÇÚæÈÖà"
"more depressed","ÈãË×åÔâ"
"after wandering","ÁÜçÊÖÜçÎÊßæ"
"after being unable to be extravagant","ÒÜæÖçÃØåĞÚÏåÎÊßæ"
"after helping somebody","ÒÜæÀâÎÖæÂßåÑáçÎÊßæ"
"after being unable to wander","ÒÜæÖçÃØåÁÜçÊÖÜçÎÊßæ"
"after arguing","ÎãÇÖáæÎÊßæ"
"after a lack of trouble-making","ÒÜæÌ×ÛÃØçÂØçÃàçÎÊßæ"
"after being extravagant","ÒÜæĞÚÏåÎÊßæ"
"after being unable to argue","ÒÜæÖçÃØåÎãÀÕàæÎÊßæ"
"[C:6:0:1]Summer","[C:6:0:1]ÍÕØæ"
"[C:2:0:1]Spring","[C:2:0:1]ÏÖá"
"[C:3:0:1]Winter","[C:3:0:1]ÄÖã"
"[C:4:0:1]Autumn","[C:4:0:1]ÌÕß"
"after thinking abstractly","ÒÜæÏßÍÕâæÄÕæÔÉŞåÎÊßæ"
"after being unable to help anybody","ÒÜæÖçÃØåÀâÎÖæÑáæÊÚçÑáçÎÊßæ"
"[C:7:0:1]Time before time","[C:7:0:1]ÕÄÖàæĞçËÕàÎÌÕàç"
"after a lack of abstract thinking","ÒÜæÌ×ÛÃØçÏßÍÕâæÔÖİçÎÊßæ"
"less disdainful of advice","ÀÖæÆØæÂÚèÅÕãÀÖæËÕáæÌ×àæ"
"less reliant on advice","ËÕŞæĞŞåÕÇÜæÀÕÛçÑáçËÕàæÕæ"
"more fearful","ÈãÉÚåÁØæ"
"more fearless","ÈãÖçÔÖÙåÖİæË×æ"
"more quarrelsome","ÈãÄÖÙÄÚèÎãÏŞå"
"less quarrelsome","ËÕŞæĞŞåÎãÏŞåÄÚè"
"more rude","ÈãÓÖÇÖå"
"more polite","ÈãÇÕåÂŞæ"
"less ambitious","ÀÖæÆØæÂÚèÕÛåÍÕáÀÙçÀÙç"
"more ambitious","ÈãÍ×ãçÍÕáÀÙçÀÙç"
"less gracious","ÀÖæÆØæÂÚèÌÕáÌÕÛ"
"more gracious","ÈãÌÕáÌÕÛ"
"less confident","ÀÖæÅÜæÒæÍÕáæ"
"more confident","ÈãÒæÍÕáæ"
"less vain","ÀÖæÆØæÂÚèÍ×ÑÖãç"
"more vain","ÈãËÕØÍ×ÑÖãç"
"less greedy","ÀÖæÆØæÂÚèÅàÍÕá"
"greedier","ÅàÍÕáÄÚè"
"more temperate","ÈãÖáÊÚç"
"less temperate","ÀÖæÆØæÂÚèÖáÊÚç"
"less lustful","ÀÖæÆØæÂÚèÊŞåÔÚæ"
"more lustful","ÈãÊŞåÔÚæ"
"more resilient","ÈãÕßåĞæÕãÇÕæ"
"more prone to stress","ÈãÑÖãçÕæĞßæÄŞæÕØÇÕæ"
"less wasteful","ÀÖæÅÜæÇâæÃİæ"
"more industrious","ÈãÌÕáçÃáæ"
"less prone to discord","ÀÖæÅÜæÑÖãçÕæÏàåĞãÂŞçÄÖáæ"
"more prone to discord","ÈãÑÖãçÕæÏàåĞãÂŞçÄÖáæ"
"less likely to fight","ÀÖæÜæÄØåËÕØæ"
"more likely to brawl","ÑÖãçÕæ×åÑáçÎãÏŞå"
"less stubborn","ÀÖæÆØæÂÚèÖàçÈÖæ"
"more stubborn","ÈãÖàçÈÖæ"
"less attentive to details","ÀÖæÆØæÂÚèÎÖæÕæÍÕæËÕÛç"
"more of a perfectionist","ÈãÍÕâæĞæÕÈÚæÖàçÂİåÎÖåÕæÎÚå"
"more acquiescing","ÈãÂÙæÍ×å"
"more obstinate","ÊáåÈÖæÎç"
"more shameless","ÈãÖçÏå"
"more bashful","ÈãÊÜæÍÕß"
"less private","ÀÖæÅÜæÔÂÕæ"
"more private","ÈãÔÂÕæ"
"less swayed by others' emotions","ÀÖæÑÖãçÕæÀİæÅØÑáçÌÕãçÍ×æÕãåÍÕâå"
"more swayed by others' emotions","ÑÖãçÕæÀİæÅØÑáçÌÕãçÍ×æÕãåÍÕâå"
"less altruistic","ÀÖæÆØæÂÚèÖçÔ"
"more altruistic","ÈãÖçÔÄÚè"
"less tolerant","ÀÖæÆØæÂÚèÉÖàÑÖãç"
"more tolerant","ÈãÉÖàÑÖãç"
"more emotionally distant","ÀÖæ×àå×åÑáçĞáËÕŞ"
"more emotionally obsessive","ËÕãÏâçÕßåÌÕãçÍ×æÉÖáæÑŞå"
"less vengeful","ÀÖæÆØæÂÚèÀŞæÃÖæ"
"more vengeful","ÈãÃÖæÏßç"
"less proud","ÀÖæÆØæÂÚèËÕŞŞæ"
"more proud","ÈãÒæÊŞç"
"more austere","ÈãÕàçË×áæ"
"more extravagant","ÈãĞÚÏå"
"more humorless","ÈãÖçÕßÂÙæ"
"more zany","ÊáåÈÖåÈÖÜæ"
"less hopeful","ÀÖæÅÜæÀŞæÕßåÍÕÖâæ"
"more hopeful","ÈãÕßåÍÕÖâæ"
"less curious","ÀÖæÆØæÂÚèÊŞåÌÕç"
"more curious","ÈãÊŞåÌÕç"
"more merciful","ÈãÑáçÓç"
"more cruel","ÈãÓàçÑáå"
"more scatterbrained","ÈãÔàæÇÖàæÄÚè"
"more single-minded","ÈãÎÖàÍÕá"
"less artistically inclined","ÀÖæÅÜæË×æÕßåÕæĞÖæÌÕæÍÕ"
"more artistically inclined","ÈãË×æÕæĞÖæÌÕæÍÕ"
"value ","ËÕØæÎç"
"more fact-oriented","ÈãÕåĞæĞçÖİçÄŞåÍÕâæ"
"more prone to flights of fancy","ÈãÑÖãçÕæÏÖÍÕàæÊÖàæÍÕâå"
"less inclined to the abstract","ÀÖæÆØæÂÚèÌÕãÍÕâæ×çÏßÍÕâæ"
"more inclined to the abstract","ÈãÌÕãÍÕâæ×çÏßÍÕâæ"
"friendship","ÕßåÕæ"
"family","ËÕØÅÕãç"
"truth","ÎáÍÕâ"
"power","ÈÖãĞÖÜæ"
"Learned to ","Í×ÛçÊÖİæÇÕŞå"
"disdain ","ÂÕÛæĞæ"
"loyalty","ÎÖãÏãç"
"law","ÃØå"
"less orderly","ÀÖæÅÜæÕßåÍ×æ"
"more orderly","ÈãÕßåÍ×æ"
"less trusting","ÀÖæÆØæÂÚèÍÕáæÑáæ"
"more trusting","ÈãËÕØÍÕáæÑáæ"
"less dutiful","ÀÖæÆØæÂÚèËÕáæÎçËÕáæÒÚç"
"more dutiful","ÈãËÕØËÕáæÎçËÕáæÒÚç"
"more cautious","ÈãËÕØËÕáåĞáæ"
"less cautious","ÀÖæÆØæÂÚèËÕáåĞáæ"
"more leisurely","ÈãÕßÍÕàç"
"more frenetic","ÈãÉÖâçÑÚæ"
"inclined to avoid excitement","ÌÕãÍÕâæ×çÀÕæÂÕàåÍÕãÃáæ"
"more of a thrill-seeker","ÈãËÕØÎÖİÌÕßçÓæËÕÄÚèÑáç"
"more of a loner","ÈãÄÖÙÄÚèÈÖÄÖçÎÚå"
"more gregarious","ÈãËÕØÊÚçÌ×áç"
"less assertive","ÀÖæÆØæÂÚèÒæÍÕáæ"
"more overbearing","ÈãËÕØÀØæÄŞæ"
"leisure time","ÕÛæ×çĞçËÕà"
"perseverance","ÕæÇÕæ"
"romance","ÇâæÂàæ"
"commerce","ĞâÕÛæ"
"hard work","ÍÕáÉÖåÄÚèÈÖãÒÖÙæ"
"skill","ËÕæÆãç"
"competition","ËÕãæÎã"
"sacrifice","ÍÕĞã"
"peace","ÊÚçÁÕãç"
"nature","ÍÕãæÎæ"
"knowledge","ÎĞç"
"artwork","ÕæĞÖæÁÕáå"
"tradition","ÏÖàçÅÖãå"
"independence","ÄÖçÇÕæ"
"cooperation","ÊÚçÒÖÙæ"
